,Unnamed: 0,Depth,size,Accuracy,Dataset Time,Training Time,Total Time
62,87.0,65.0,0.3,0.83504,7.879648245871067,307.60774905234575,315.89437577128416
63,88.0,70.0,0.3,0.8007166666666666,7.7959516011178485,282.49327537044877,290.69846749305725
64,89.0,71.0,0.3,0.7921966666666667,7.841774940490723,285.9832938686013,294.23298003897065
65,90.0,67.0,0.3,0.7816433333333334,7.9138930700719365,272.3288619220257,280.6479143537581
66,91.0,65.0,0.3,0.7787533333333333,7.957662016153336,275.9224712252617,284.2871328219772
67,92.0,70.0,0.3,0.75629,8.03086993843317,265.7672128081322,274.2039766088128
68,93.0,113.0,0.3,0.9316088888888888,11.521951887756586,835.8063390478493,847.9642447493969
69,94.0,79.0,0.3,0.8880311111111111,11.37737375497818,565.1867945939302,577.1999131217599
70,95.0,86.0,0.3,0.8735244444444444,11.522321678698065,574.1928105056287,586.3432592377068
71,96.0,88.0,0.3,0.8741200000000001,11.519891019910574,563.1799238808453,575.333420086652
72,97.0,69.0,0.3,0.8315666666666667,11.5903385207057,480.7970653437078,493.01208557188517
73,98.0,79.0,0.3,0.8075244444444445,11.847723554819822,460.4418447092176,472.91098447889084
74,99.0,68.0,0.3,0.7982622222222222,11.757769037038088,452.0566753819585,464.4419095814228
75,100.0,76.0,0.3,0.7986155555555555,11.820411588996649,445.85227474197745,458.29581542685634
76,101.0,71.0,0.3,0.7878288888888889,11.879296410828829,432.85027079284185,445.3523808419704
77,102.0,68.0,0.3,0.7748133333333334,11.921762973070145,423.88294876366854,436.42916504666215
78,103.0,116.0,0.3,0.9501533333333332,15.046340256929398,1199.1403248943386,1215.0635823644698
79,104.0,88.0,0.3,0.9006533333333333,15.149422962218525,849.9505724720657,865.9661998637021
80,105.0,88.0,0.3,0.8867083333333333,15.237330961972475,814.6673735976219,830.7647232040762
81,106.0,91.0,0.3,0.8758299999999999,15.429941833019257,772.6374468505381,788.9157612845302
82,107.0,94.0,0.3,0.8402266666666667,15.50239309296012,701.0666166506708,717.4233113974333
83,108.0,76.0,0.3,0.816075,15.505541034042835,662.3904411382973,678.7514719627798
84,109.0,74.0,0.3,0.8036383333333333,15.760546315461395,644.8071706555784,661.4198577255011
85,110.0,74.0,0.3,0.8028733333333333,15.686540462076664,636.3118372745812,652.864761441946
86,111.0,76.0,0.3,0.7951866666666667,15.790908575057983,634.332260504365,650.9799381271006
87,112.0,71.0,0.3,0.7769033333333333,15.829757031053305,587.1243220120667,603.7919935137032
88,113.0,137.0,0.3,0.9279413333333332,18.835739802569147,1550.5273552946744,1570.4816049411893
89,114.0,95.0,0.3,0.9055826666666666,18.910382181406018,1130.6678163483741,1150.6757017299533
90,,,,,,,
